source,target,value
0,367,1
0,300,1
0,804,1
1,500,1
1,136,1
1,72,1
1,87,1
1,10,1
1,726,1
1,212,1
1,675,1
1,85,1
1,914,1
1,141,1
1,335,1
1,685,1
1,555,1
1,202,1
1,849,1
1,399,1
1,60,1
1,372,1
1,935,1
1,73,1
1,57,1
1,581,1
1,962,1
1,606,1
1,223,1
1,2,1
1,515,1
2,136,1
2,949,1
2,244,1
2,565,1
2,182,1
2,85,1
2,914,1
2,1,1
2,75,1
2,173,1
2,30,1
2,202,1
2,704,1
2,69,1
2,57,1
2,895,1
2,176,1
3,171,1
3,708,1
3,881,1
3,835,1
3,850,1
3,499,1
3,677,1
3,275,1
3,466,1
3,784,1
3,908,1
3,679,1
3,921,1
4,616,1
4,81,1
4,36,1
4,166,1
4,948,1
4,244,1
4,39,1
4,221,1
4,208,1
4,119,1
4,30,1
4,191,1
4,197,1
4,239,1
4,92,1
4,8,1
4,782,1
4,131,1
4,958,1
4,152,1
4,249,1
4,21,1
4,944,1
4,222,1
4,56,1
4,63,1
4,953,1
4,692,1
4,19,1
4,993,1
4,7,1
4,120,1
4,165,1
4,113,1
4,179,1
4,610,1
4,29,1
4,93,1
4,95,1
4,74,1
4,882,1
5,868,1
5,948,1
5,244,1
5,137,1
5,511,1
5,231,1
5,162,1
5,727,1
5,576,1
5,197,1
5,22,1
5,24,1
5,466,1
5,8,1
5,1000,1
5,895,1
5,152,1
5,949,1
5,126,1
5,635,1
5,28,1
5,82,1
5,63,1
5,153,1
5,685,1
5,98,1
5,798,1
5,202,1
5,60,1
5,135,1
5,164,1
5,66,1
5,769,1
5,969,1
6,654,1
6,703,1
6,34,1
6,138,1
6,181,1
6,139,1
6,244,1
6,39,1
6,70,1
6,247,1
6,99,1
6,82,1
6,75,1
6,934,1
6,576,1
6,973,1
6,190,1
6,250,1
6,7,1
6,971,1
6,120,1
6,145,1
6,147,1
6,782,1
6,135,1
6,77,1
6,54,1
6,66,1
7,81,1
7,955,1
7,166,1
7,948,1
7,244,1
7,217,1
7,576,1
7,197,1
7,130,1
7,642,1
7,6,1
7,152,1
7,958,1
7,795,1
7,121,1
7,210,1
7,70,1
7,626,1
7,182,1
7,153,1
7,692,1
7,993,1
7,147,1
7,29,1
7,106,1
7,135,1
7,149,1
7,732,1
7,4,1
7,66,1
8,948,1
8,139,1
8,84,1
8,726,1
8,172,1
8,137,1
8,39,1
8,5,1
8,227,1
8,85,1
8,217,1
8,184,1
8,851,1
8,24,1
8,73,1
8,736,1
8,131,1
8,57,1
8,41,1
8,152,1
8,944,1
8,222,1
8,56,1
8,691,1
8,62,1
8,247,1
8,51,1
8,52,1
8,20,1
8,63,1
8,953,1
8,128,1
8,593,1
8,19,1
8,666,1
8,284,1
8,113,1
8,29,1
8,9,1
8,164,1
8,243,1
8,95,1
8,74,1
8,638,1
8,4,1
8,982,1
8,882,1
8,263,1
9,654,1
9,944,1
9,222,1
9,691,1
9,726,1
9,137,1
9,85,1
9,51,1
9,20,1
9,953,1
9,19,1
9,690,1
9,798,1
9,184,1
9,993,1
9,630,1
9,660,1
9,8,1
9,830,1
9,967,1
9,113,1
9,73,1
9,263,1
9,969,1
10,81,1
10,80,1
10,126,1
10,72,1
10,133,1
10,626,1
10,429,1
10,146,1
10,675,1
10,85,1
10,51,1
10,1,1
10,114,1
10,191,1
10,199,1
10,168,1
10,849,1
10,372,1
10,196,1
10,35,1
11,1005,1
11,893,1
11,594,1
11,519,1
11,891,1
11,719,1
11,890,1
11,601,1
11,796,1
12,490,1
12,503,1
12,421,1
12,502,1
12,547,1
12,813,1
12,740,1
12,484,1
12,303,1
12,143,1
12,531,1
12,890,1
12,772,1
12,508,1
13,654,1
13,81,1
13,21,1
13,868,1
13,318,1
13,55,1
13,430,1
13,439,1
13,221,1
13,554,1
13,184,1
13,545,1
13,677,1
13,849,1
13,130,1
13,104,1
13,167,1
13,460,1
13,582,1
13,403,1
13,149,1
13,877,1
13,797,1
13,735,1
13,176,1
13,622,1
13,77,1
13,220,1
14,948,1
14,132,1
14,85,1
14,217,1
14,184,1
14,234,1
14,630,1
14,57,1
14,35,1
14,41,1
14,223,1
14,80,1
14,105,1
14,96,1
14,222,1
14,181,1
14,56,1
14,138,1
14,133,1
14,62,1
14,182,1
14,953,1
14,128,1
14,19,1
14,433,1
14,113,1
14,29,1
14,845,1
14,93,1
14,91,1
14,26,1
14,638,1
15,59,1
15,708,1
15,949,1
15,324,1
15,759,1
15,942,1
15,597,1
15,511,1
15,565,1
15,700,1
15,521,1
15,881,1
15,788,1
15,404,1
15,499,1
15,980,1
15,466,1
15,486,1
15,908,1
15,968,1
15,739,1
16,389,1
16,181,1
16,103,1
16,39,1
16,675,1
16,162,1
16,462,1
16,630,1
16,468,1
16,92,1
16,435,1
16,240,1
16,179,1
16,684,1
16,35,1
16,613,1
17,600,1
17,506,1
17,870,1
17,672,1
17,333,1
17,596,1
17,618,1
17,481,1
17,989,1
17,916,1
17,455,1
17,679,1
17,738,1
17,939,1
17,854,1
17,722,1
18,472,1
18,500,1
18,786,1
18,502,1
18,432,1
18,348,1
18,501,1
18,289,1
18,253,1
19,726,1
19,244,1
19,39,1
19,544,1
19,217,1
19,30,1
19,783,1
19,630,1
19,232,1
19,92,1
19,8,1
19,73,1
19,35,1
19,34,1
19,944,1
19,56,1
19,181,1
19,691,1
19,112,1
19,62,1
19,52,1
19,20,1
19,63,1
19,953,1
19,14,1
19,113,1
19,179,1
19,9,1
19,48,1
19,684,1
19,93,1
19,95,1
19,74,1
19,638,1
19,4,1
19,882,1
19,263,1
20,703,1
20,222,1
20,84,1
20,133,1
20,144,1
20,227,1
20,119,1
20,85,1
20,52,1
20,953,1
20,19,1
20,934,1
20,851,1
20,180,1
20,315,1
20,203,1
20,372,1
20,8,1
20,113,1
20,147,1
20,73,1
20,9,1
20,1000,1
20,57,1
20,41,1
20,638,1
20,982,1
20,156,1
20,969,1
21,136,1
21,948,1
21,139,1
21,244,1
21,172,1
21,67,1
21,76,1
21,30,1
21,197,1
21,849,1
21,246,1
21,239,1
21,71,1
21,782,1
21,131,1
21,77,1
21,152,1
21,779,1
21,13,1
21,173,1
21,731,1
21,692,1
21,764,1
21,993,1
21,104,1
21,165,1
21,94,1
21,106,1
21,164,1
21,91,1
21,95,1
21,220,1
21,4,1
21,401,1
22,81,1
22,868,1
22,948,1
22,244,1
22,137,1
22,5,1
22,75,1
22,583,1
22,688,1
22,197,1
22,40,1
22,97,1
22,64,1
22,838,1
22,152,1
22,958,1
22,703,1
22,175,1
22,34,1
22,779,1
22,144,1
22,626,1
22,182,1
22,744,1
22,99,1
22,692,1
22,190,1
22,993,1
22,94,1
22,732,1
22,91,1
22,54,1
