timestamp,participantIdFrom,participantIdTo
2022-08-03T00:00:00Z,0,935
2022-08-03T00:00:00Z,0,593
2022-08-03T00:00:00Z,1,366
2022-08-03T00:00:00Z,1,695
2022-08-03T00:00:00Z,1,747
2022-08-03T00:00:00Z,1,565
2022-08-03T00:00:00Z,1,282
2022-08-03T00:00:00Z,1,755
2022-08-03T00:00:00Z,1,943
2022-08-03T00:00:00Z,1,906
2022-08-03T00:00:00Z,1,475
2022-08-03T00:00:00Z,1,744
2022-08-03T00:00:00Z,1,731
2022-08-03T00:00:00Z,1,912
2022-08-03T00:00:00Z,1,937
2022-08-03T00:00:00Z,1,850
2022-08-03T00:00:00Z,1,974
2022-08-03T00:00:00Z,1,592
2022-08-03T00:00:00Z,1,783
2022-08-03T00:00:00Z,1,660
2022-08-03T00:00:00Z,1,480
2022-08-03T00:00:00Z,1,848
2022-08-03T00:00:00Z,1,895
2022-08-03T00:00:00Z,1,738
2022-08-03T00:00:00Z,1,921
2022-08-03T00:00:00Z,1,515
2022-08-03T00:00:00Z,1,513
2022-08-03T00:00:00Z,2,949
2022-08-03T00:00:00Z,2,747
2022-08-03T00:00:00Z,2,626
2022-08-03T00:00:00Z,2,672
2022-08-03T00:00:00Z,2,706
2022-08-03T00:00:00Z,2,727
2022-08-03T00:00:00Z,2,660
2022-08-03T00:00:00Z,2,69
2022-08-03T00:00:00Z,2,218
2022-08-03T00:00:00Z,2,149
2022-08-03T00:00:00Z,2,581
2022-08-03T00:00:00Z,2,176
2022-08-03T00:00:00Z,2,54
2022-08-03T00:00:00Z,2,249
2022-08-03T00:00:00Z,3,1007
2022-08-03T00:00:00Z,3,738
2022-08-03T00:00:00Z,3,766
2022-08-03T00:00:00Z,4,81
2022-08-03T00:00:00Z,4,36
2022-08-03T00:00:00Z,4,139
2022-08-03T00:00:00Z,4,5
2022-08-03T00:00:00Z,4,221
2022-08-03T00:00:00Z,4,50
2022-08-03T00:00:00Z,4,119
2022-08-03T00:00:00Z,4,250
2022-08-03T00:00:00Z,4,130
2022-08-03T00:00:00Z,4,239
2022-08-03T00:00:00Z,4,92
2022-08-03T00:00:00Z,4,65
2022-08-03T00:00:00Z,4,1000
2022-08-03T00:00:00Z,4,88
2022-08-03T00:00:00Z,4,55
2022-08-03T00:00:00Z,4,779
2022-08-03T00:00:00Z,4,626
2022-08-03T00:00:00Z,4,740
2022-08-03T00:00:00Z,4,807
2022-08-03T00:00:00Z,4,82
2022-08-03T00:00:00Z,4,953
2022-08-03T00:00:00Z,4,173
2022-08-03T00:00:00Z,4,554
2022-08-03T00:00:00Z,4,190
2022-08-03T00:00:00Z,4,14
2022-08-03T00:00:00Z,4,240
2022-08-03T00:00:00Z,4,113
2022-08-03T00:00:00Z,4,29
2022-08-03T00:00:00Z,4,196
2022-08-03T00:00:00Z,4,243
2022-08-03T00:00:00Z,4,74
2022-08-03T00:00:00Z,4,54
2022-08-03T00:00:00Z,5,136
2022-08-03T00:00:00Z,5,175
2022-08-03T00:00:00Z,5,55
2022-08-03T00:00:00Z,5,251
2022-08-03T00:00:00Z,5,25
2022-08-03T00:00:00Z,5,231
2022-08-03T00:00:00Z,5,20
