timestamp,participantIdFrom,participantIdTo
2022-09-01T00:00:00Z,0,955
2022-09-01T00:00:00Z,1,662
2022-09-01T00:00:00Z,1,1007
2022-09-01T00:00:00Z,1,747
2022-09-01T00:00:00Z,1,565
2022-09-01T00:00:00Z,1,28
2022-09-01T00:00:00Z,1,731
2022-09-01T00:00:00Z,1,690
2022-09-01T00:00:00Z,1,912
2022-09-01T00:00:00Z,1,850
2022-09-01T00:00:00Z,1,974
2022-09-01T00:00:00Z,1,466
2022-09-01T00:00:00Z,1,678
2022-09-01T00:00:00Z,1,673
2022-09-01T00:00:00Z,1,515
2022-09-01T00:00:00Z,2,949
2022-09-01T00:00:00Z,2,126
2022-09-01T00:00:00Z,2,139
2022-09-01T00:00:00Z,2,138
2022-09-01T00:00:00Z,2,672
2022-09-01T00:00:00Z,2,554
2022-09-01T00:00:00Z,2,202
2022-09-01T00:00:00Z,2,197
2022-09-01T00:00:00Z,2,960
2022-09-01T00:00:00Z,2,22
2022-09-01T00:00:00Z,2,7
2022-09-01T00:00:00Z,2,660
2022-09-01T00:00:00Z,2,218
2022-09-01T00:00:00Z,2,412
2022-09-01T00:00:00Z,2,196
2022-09-01T00:00:00Z,2,845
2022-09-01T00:00:00Z,2,149
2022-09-01T00:00:00Z,2,54
2022-09-01T00:00:00Z,3,708
2022-09-01T00:00:00Z,3,844
2022-09-01T00:00:00Z,3,390
2022-09-01T00:00:00Z,3,967
2022-09-01T00:00:00Z,3,460
2022-09-01T00:00:00Z,3,906
2022-09-01T00:00:00Z,3,700
2022-09-01T00:00:00Z,3,733
2022-09-01T00:00:00Z,3,544
2022-09-01T00:00:00Z,3,801
2022-09-01T00:00:00Z,3,334
2022-09-01T00:00:00Z,3,877
2022-09-01T00:00:00Z,3,738
2022-09-01T00:00:00Z,3,939
2022-09-01T00:00:00Z,3,727
2022-09-01T00:00:00Z,3,646
2022-09-01T00:00:00Z,3,618
2022-09-01T00:00:00Z,4,10
2022-09-01T00:00:00Z,4,726
2022-09-01T00:00:00Z,4,251
2022-09-01T00:00:00Z,4,5
2022-09-01T00:00:00Z,4,221
2022-09-01T00:00:00Z,4,50
2022-09-01T00:00:00Z,4,344
2022-09-01T00:00:00Z,4,992
2022-09-01T00:00:00Z,4,727
2022-09-01T00:00:00Z,4,162
2022-09-01T00:00:00Z,4,945
2022-09-01T00:00:00Z,4,529
2022-09-01T00:00:00Z,4,250
2022-09-01T00:00:00Z,4,630
2022-09-01T00:00:00Z,4,22
2022-09-01T00:00:00Z,4,370
2022-09-01T00:00:00Z,4,92
2022-09-01T00:00:00Z,4,725
2022-09-01T00:00:00Z,4,967
2022-09-01T00:00:00Z,4,412
2022-09-01T00:00:00Z,4,131
2022-09-01T00:00:00Z,4,77
2022-09-01T00:00:00Z,4,21
2022-09-01T00:00:00Z,4,210
2022-09-01T00:00:00Z,4,34
2022-09-01T00:00:00Z,4,126
2022-09-01T00:00:00Z,4,55
2022-09-01T00:00:00Z,4,691
2022-09-01T00:00:00Z,4,138
2022-09-01T00:00:00Z,4,56
2022-09-01T00:00:00Z,4,70
2022-09-01T00:00:00Z,4,254
2022-09-01T00:00:00Z,4,62
2022-09-01T00:00:00Z,4,953
2022-09-01T00:00:00Z,4,128
2022-09-01T00:00:00Z,4,19
2022-09-01T00:00:00Z,4,685
2022-09-01T00:00:00Z,4,993
2022-09-01T00:00:00Z,4,372
2022-09-01T00:00:00Z,4,165
2022-09-01T00:00:00Z,4,14
2022-09-01T00:00:00Z,4,113
2022-09-01T00:00:00Z,4,240
2022-09-01T00:00:00Z,4,29
2022-09-01T00:00:00Z,4,94
2022-09-01T00:00:00Z,4,845
2022-09-01T00:00:00Z,4,243
2022-09-01T00:00:00Z,4,882
2022-09-01T00:00:00Z,4,769
2022-09-01T00:00:00Z,4,401
2022-09-01T00:00:00Z,5,136
2022-09-01T00:00:00Z,5,36
2022-09-01T00:00:00Z,5,55
2022-09-01T00:00:00Z,5,10
2022-09-01T00:00:00Z,5,50
2022-09-01T00:00:00Z,5,212
2022-09-01T00:00:00Z,5,626
2022-09-01T00:00:00Z,5,75
2022-09-01T00:00:00Z,5,162
2022-09-01T00:00:00Z,5,993
2022-09-01T00:00:00Z,5,234
2022-09-01T00:00:00Z,5,960
2022-09-01T00:00:00Z,5,630
2022-09-01T00:00:00Z,5,7
2022-09-01T00:00:00Z,5,203
2022-09-01T00:00:00Z,5,239
2022-09-01T00:00:00Z,5,370
2022-09-01T00:00:00Z,5,113
2022-09-01T00:00:00Z,5,131
2022-09-01T00:00:00Z,5,854
2022-09-01T00:00:00Z,5,4
2022-09-01T00:00:00Z,6,175
2022-09-01T00:00:00Z,6,543
2022-09-01T00:00:00Z,6,244
2022-09-01T00:00:00Z,6,133
2022-09-01T00:00:00Z,6,137
2022-09-01T00:00:00Z,6,144
2022-09-01T00:00:00Z,6,70
2022-09-01T00:00:00Z,6,247
2022-09-01T00:00:00Z,6,182
2022-09-01T00:00:00Z,6,206
2022-09-01T00:00:00Z,6,52
2022-09-01T00:00:00Z,6,554
2022-09-01T00:00:00Z,6,798
2022-09-01T00:00:00Z,6,764
2022-09-01T00:00:00Z,6,202
2022-09-01T00:00:00Z,6,24
2022-09-01T00:00:00Z,6,40
2022-09-01T00:00:00Z,6,69
2022-09-01T00:00:00Z,6,145
2022-09-01T00:00:00Z,6,47
2022-09-01T00:00:00Z,6,147
2022-09-01T00:00:00Z,6,29
2022-09-01T00:00:00Z,6,782
2022-09-01T00:00:00Z,6,613
2022-09-01T00:00:00Z,7,516
2022-09-01T00:00:00Z,7,795
2022-09-01T00:00:00Z,7,121
2022-09-01T00:00:00Z,7,46
2022-09-01T00:00:00Z,7,367
2022-09-01T00:00:00Z,7,136
2022-09-01T00:00:00Z,7,686
2022-09-01T00:00:00Z,7,166
2022-09-01T00:00:00Z,7,163
2022-09-01T00:00:00Z,7,419
2022-09-01T00:00:00Z,7,747
2022-09-01T00:00:00Z,7,5
2022-09-01T00:00:00Z,7,740
2022-09-01T00:00:00Z,7,231
2022-09-01T00:00:00Z,7,75
2022-09-01T00:00:00Z,7,153
2022-09-01T00:00:00Z,7,898
2022-09-01T00:00:00Z,7,545
2022-09-01T00:00:00Z,7,952
2022-09-01T00:00:00Z,7,974
2022-09-01T00:00:00Z,7,202
2022-09-01T00:00:00Z,7,697
2022-09-01T00:00:00Z,7,458
2022-09-01T00:00:00Z,7,725
2022-09-01T00:00:00Z,7,967
2022-09-01T00:00:00Z,7,104
2022-09-01T00:00:00Z,7,590
2022-09-01T00:00:00Z,7,88
2022-09-01T00:00:00Z,7,678
2022-09-01T00:00:00Z,7,2
2022-09-01T00:00:00Z,7,982
2022-09-01T00:00:00Z,7,152
2022-09-01T00:00:00Z,8,121
2022-09-01T00:00:00Z,8,56
2022-09-01T00:00:00Z,8,244
2022-09-01T00:00:00Z,8,137
2022-09-01T00:00:00Z,8,39
2022-09-01T00:00:00Z,8,112
2022-09-01T00:00:00Z,8,70
2022-09-01T00:00:00Z,8,62
2022-09-01T00:00:00Z,8,182
2022-09-01T00:00:00Z,8,51
2022-09-01T00:00:00Z,8,20
2022-09-01T00:00:00Z,8,173
2022-09-01T00:00:00Z,8,685
2022-09-01T00:00:00Z,8,30
2022-09-01T00:00:00Z,8,576
2022-09-01T00:00:00Z,8,821
2022-09-01T00:00:00Z,8,184
2022-09-01T00:00:00Z,8,168
2022-09-01T00:00:00Z,8,715
2022-09-01T00:00:00Z,8,232
2022-09-01T00:00:00Z,8,65
2022-09-01T00:00:00Z,8,113
2022-09-01T00:00:00Z,8,73
2022-09-01T00:00:00Z,8,9
2022-09-01T00:00:00Z,8,94
2022-09-01T00:00:00Z,8,642
2022-09-01T00:00:00Z,8,106
2022-09-01T00:00:00Z,8,131
2022-09-01T00:00:00Z,8,164
2022-09-01T00:00:00Z,8,243
2022-09-01T00:00:00Z,8,54
2022-09-01T00:00:00Z,8,152
2022-09-01T00:00:00Z,8,249
2022-09-01T00:00:00Z,9,105
2022-09-01T00:00:00Z,9,96
2022-09-01T00:00:00Z,9,56
2022-09-01T00:00:00Z,9,543
2022-09-01T00:00:00Z,9,689
2022-09-01T00:00:00Z,9,244
2022-09-01T00:00:00Z,9,137
2022-09-01T00:00:00Z,9,70
2022-09-01T00:00:00Z,9,62
2022-09-01T00:00:00Z,9,182
2022-09-01T00:00:00Z,9,52
2022-09-01T00:00:00Z,9,692
2022-09-01T00:00:00Z,9,217
2022-09-01T00:00:00Z,9,685
2022-09-01T00:00:00Z,9,30
2022-09-01T00:00:00Z,9,576
2022-09-01T00:00:00Z,9,821
2022-09-01T00:00:00Z,9,184
2022-09-01T00:00:00Z,9,232
2022-09-01T00:00:00Z,9,8
2022-09-01T00:00:00Z,9,240
2022-09-01T00:00:00Z,9,610
2022-09-01T00:00:00Z,9,97
2022-09-01T00:00:00Z,9,1000
2022-09-01T00:00:00Z,9,243
2022-09-01T00:00:00Z,9,41
2022-09-01T00:00:00Z,9,35
2022-09-01T00:00:00Z,9,223
2022-09-01T00:00:00Z,9,176
2022-09-01T00:00:00Z,9,249
2022-09-01T00:00:00Z,10,80
2022-09-01T00:00:00Z,10,126
2022-09-01T00:00:00Z,10,691
2022-09-01T00:00:00Z,10,138
2022-09-01T00:00:00Z,10,56
2022-09-01T00:00:00Z,10,86
2022-09-01T00:00:00Z,10,133
2022-09-01T00:00:00Z,10,5
2022-09-01T00:00:00Z,10,128
2022-09-01T00:00:00Z,10,992
2022-09-01T00:00:00Z,10,727
2022-09-01T00:00:00Z,10,114
2022-09-01T00:00:00Z,10,191
2022-09-01T00:00:00Z,10,199
2022-09-01T00:00:00Z,10,370
2022-09-01T00:00:00Z,10,14
2022-09-01T00:00:00Z,10,240
2022-09-01T00:00:00Z,10,29
2022-09-01T00:00:00Z,10,73
2022-09-01T00:00:00Z,10,94
2022-09-01T00:00:00Z,10,35
2022-09-01T00:00:00Z,10,4
2022-09-01T00:00:00Z,10,982
2022-09-01T00:00:00Z,10,882
2022-09-01T00:00:00Z,10,769
2022-09-01T00:00:00Z,11,770
2022-09-01T00:00:00Z,11,719
2022-09-01T00:00:00Z,11,650
2022-09-01T00:00:00Z,11,455
2022-09-01T00:00:00Z,11,665
2022-09-01T00:00:00Z,11,679
2022-09-01T00:00:00Z,11,532
2022-09-01T00:00:00Z,12,531
2022-09-01T00:00:00Z,12,715
2022-09-01T00:00:00Z,12,890
2022-09-01T00:00:00Z,12,697
2022-09-01T00:00:00Z,12,726
2022-09-01T00:00:00Z,12,538
2022-09-01T00:00:00Z,12,137
2022-09-01T00:00:00Z,12,165
2022-09-01T00:00:00Z,12,254
2022-09-01T00:00:00Z,12,106
2022-09-01T00:00:00Z,12,675
2022-09-01T00:00:00Z,12,685
2022-09-01T00:00:00Z,12,593
2022-09-01T00:00:00Z,12,19
2022-09-01T00:00:00Z,12,618
2022-09-01T00:00:00Z,13,84
2022-09-01T00:00:00Z,13,227
2022-09-01T00:00:00Z,13,146
2022-09-01T00:00:00Z,13,545
2022-09-01T00:00:00Z,13,974
2022-09-01T00:00:00Z,13,822
2022-09-01T00:00:00Z,13,203
2022-09-01T00:00:00Z,13,582
2022-09-01T00:00:00Z,13,48
2022-09-01T00:00:00Z,13,135
2022-09-01T00:00:00Z,13,131
2022-09-01T00:00:00Z,13,223
2022-09-01T00:00:00Z,13,622
2022-09-01T00:00:00Z,13,220
2022-09-01T00:00:00Z,13,66
2022-09-01T00:00:00Z,13,156
2022-09-01T00:00:00Z,14,948
2022-09-01T00:00:00Z,14,10
2022-09-01T00:00:00Z,14,139
2022-09-01T00:00:00Z,14,244
2022-09-01T00:00:00Z,14,39
2022-09-01T00:00:00Z,14,227
2022-09-01T00:00:00Z,14,675
2022-09-01T00:00:00Z,14,217
2022-09-01T00:00:00Z,14,162
2022-09-01T00:00:00Z,14,114
2022-09-01T00:00:00Z,14,390
2022-09-01T00:00:00Z,14,197
2022-09-01T00:00:00Z,14,250
2022-09-01T00:00:00Z,14,22
2022-09-01T00:00:00Z,14,232
2022-09-01T00:00:00Z,14,40
2022-09-01T00:00:00Z,14,73
2022-09-01T00:00:00Z,14,64
2022-09-01T00:00:00Z,14,41
2022-09-01T00:00:00Z,14,35
2022-09-01T00:00:00Z,14,613
2022-09-01T00:00:00Z,14,77
2022-09-01T00:00:00Z,14,249
2022-09-01T00:00:00Z,14,21
2022-09-01T00:00:00Z,14,56
2022-09-01T00:00:00Z,14,779
2022-09-01T00:00:00Z,14,62
2022-09-01T00:00:00Z,14,626
2022-09-01T00:00:00Z,14,433
2022-09-01T00:00:00Z,14,168
2022-09-01T00:00:00Z,14,432
2022-09-01T00:00:00Z,14,60
2022-09-01T00:00:00Z,14,167
2022-09-01T00:00:00Z,14,106
2022-09-01T00:00:00Z,14,91
2022-09-01T00:00:00Z,14,95
2022-09-01T00:00:00Z,14,355
2022-09-01T00:00:00Z,14,176
2022-09-01T00:00:00Z,14,220
2022-09-01T00:00:00Z,14,4
2022-09-01T00:00:00Z,15,616
2022-09-01T00:00:00Z,15,600
2022-09-01T00:00:00Z,15,759
2022-09-01T00:00:00Z,15,533
2022-09-01T00:00:00Z,15,893
2022-09-01T00:00:00Z,15,1007
2022-09-01T00:00:00Z,15,841
2022-09-01T00:00:00Z,15,878
2022-09-01T00:00:00Z,15,906
2022-09-01T00:00:00Z,15,562
2022-09-01T00:00:00Z,15,931
2022-09-01T00:00:00Z,15,881
2022-09-01T00:00:00Z,15,894
2022-09-01T00:00:00Z,15,690
2022-09-01T00:00:00Z,15,912
2022-09-01T00:00:00Z,15,989
2022-09-01T00:00:00Z,15,826
2022-09-01T00:00:00Z,15,869
2022-09-01T00:00:00Z,15,660
2022-09-01T00:00:00Z,15,650
2022-09-01T00:00:00Z,15,775
2022-09-01T00:00:00Z,15,486
2022-09-01T00:00:00Z,15,908
2022-09-01T00:00:00Z,15,671
2022-09-01T00:00:00Z,15,939
2022-09-01T00:00:00Z,16,402
