source,target,value
0,367,1
1,620,1
1,87,1
1,511,1
1,70,1
1,212,1
1,801,1
1,992,1
1,555,1
1,850,1
1,849,1
1,447,1
1,284,1
1,650,1
1,775,1
1,460,1
1,334,1
1,476,1
1,606,1
1,1006,1
2,81,1
2,46,1
2,136,1
2,126,1
2,944,1
2,691,1
2,206,1
2,675,1
2,576,1
2,529,1
2,951,1
2,677,1
2,530,1
2,69,1
2,823,1
2,590,1
2,772,1
2,176,1
2,263,1
3,205,1
3,770,1
3,835,1
3,937,1
3,974,1
3,341,1
3,784,1
3,908,1
3,739,1
4,36,1
4,136,1
4,172,1
4,39,1
4,221,1
4,50,1
4,227,1
4,914,1
4,114,1
4,970,1
4,22,1
4,246,1
4,92,1
4,65,1
4,73,1
4,68,1
4,944,1
4,222,1
4,56,1
4,247,1
4,63,1
4,953,1
4,165,1
4,14,1
4,113,1
4,29,1
4,94,1
4,74,1
4,882,1
5,136,1
5,244,1
5,231,1
5,234,1
5,130,1
5,24,1
5,232,1
5,642,1
5,1000,1
5,77,1
5,21,1
5,105,1
5,133,1
5,787,1
5,25,1
5,82,1
5,153,1
5,692,1
5,993,1
5,203,1
5,120,1
5,93,1
5,879,1
5,772,1
5,26,1
5,220,1
5,66,1
6,654,1
6,139,1
6,779,1
6,635,1
6,244,1
6,39,1
6,70,1
6,182,1
6,146,1
6,75,1
6,217,1
6,904,1
6,30,1
6,835,1
6,764,1
6,202,1
6,24,1
6,232,1
6,145,1
6,65,1
6,104,1
6,782,1
6,64,1
6,164,1
6,810,1
6,77,1
6,220,1
6,66,1
7,81,1
7,166,1
7,86,1
7,76,1
7,217,1
7,114,1
7,234,1
7,22,1
7,1000,1
7,64,1
7,131,1
7,152,1
7,121,1
7,175,1
7,55,1
7,133,1
7,25,1
7,153,1
7,94,1
7,823,1
7,26,1
7,263,1
8,137,1
8,141,1
8,162,1
8,184,1
8,191,1
8,630,1
8,24,1
8,246,1
8,73,1
8,41,1
8,70,1
8,247,1
8,51,1
8,177,1
8,128,1
8,882,1
9,543,1
9,557,1
9,85,1
9,75,1
9,798,1
9,724,1
9,849,1
9,27,1
9,696,1
9,40,1
9,458,1
9,372,1
9,967,1
9,412,1
9,131,1
9,968,1
9,895,1
9,732,1
9,223,1
9,969,1
10,955,1
10,80,1
10,126,1
10,96,1
10,138,1
10,86,1
10,133,1
10,626,1
10,174,1
10,52,1
10,20,1
10,114,1
10,191,1
10,199,1
10,202,1
10,246,1
10,412,1
10,196,1
10,1000,1
10,38,1
10,149,1
10,91,1
10,882,1
11,1005,1
11,929,1
11,870,1
11,936,1
11,538,1
11,812,1
11,928,1
11,596,1
11,863,1
11,618,1
11,989,1
11,601,1
11,447,1
11,37,1
12,208,1
12,740,1
12,675,1
12,685,1
12,143,1
12,531,1
12,890,1
12,530,1
12,972,1
12,155,1
12,388,1
13,654,1
13,105,1
13,172,1
13,231,1
13,217,1
13,545,1
13,993,1
13,436,1
13,348,1
13,704,1
13,239,1
13,370,1
13,92,1
13,165,1
13,167,1
13,14,1
13,582,1
13,403,1
13,797,1
13,501,1
13,735,1
13,622,1
13,401,1
14,948,1
14,172,1
14,137,1
14,39,1
14,227,1
14,50,1
14,217,1
14,162,1
14,191,1
14,22,1
14,370,1
14,71,1
14,797,1
14,622,1
14,258,1
14,21,1
14,80,1
14,105,1
14,96,1
14,56,1
14,138,1
14,62,1
14,13,1
14,51,1
14,953,1
14,433,1
14,190,1
14,588,1
14,704,1
14,165,1
14,167,1
14,113,1
14,147,1
14,610,1
14,48,1
14,845,1
14,93,1
14,91,1
14,4,1
14,401,1
15,942,1
15,566,1
15,995,1
15,597,1
15,565,1
15,700,1
15,544,1
15,521,1
15,646,1
15,937,1
15,499,1
15,990,1
15,302,1
15,866,1
15,908,1
15,517,1
15,631,1
15,739,1
16,402,1
16,293,1
16,389,1
16,357,1
16,272,1
16,72,1
16,689,1
16,103,1
16,813,1
16,227,1
16,815,1
16,992,1
16,764,1
16,952,1
16,715,1
16,660,1
16,240,1
16,460,1
16,179,1
16,35,1
16,355,1
16,294,1
16,882,1
16,305,1
17,942,1
17,755,1
17,521,1
17,481,1
17,937,1
17,499,1
17,916,1
17,879,1
18,473,1
18,424,1
18,292,1
18,422,1
18,786,1
18,503,1
18,394,1
18,502,1
18,296,1
18,393,1
18,299,1
18,227,1
18,116,1
18,330,1
18,274,1
18,438,1
18,159,1
18,484,1
18,705,1
18,378,1
18,730,1
18,559,1
18,798,1
18,545,1
18,803,1
18,390,1
18,277,1
18,468,1
18,348,1
18,370,1
18,92,1
18,71,1
18,331,1
18,460,1
18,416,1
18,403,1
18,540,1
18,778,1
18,797,1
18,41,1
18,373,1
18,176,1
18,258,1
18,294,1
18,984,1
18,371,1
19,868,1
19,137,1
19,970,1
19,130,1
19,232,1
19,92,1
19,223,1
19,249,1
19,944,1
19,419,1
19,691,1
19,112,1
19,62,1
19,247,1
19,102,1
19,203,1
20,175,1
20,96,1
20,56,1
20,10,1
20,39,1
20,227,1
20,146,1
20,953,1
20,217,1
20,880,1
20,315,1
20,372,1
20,165,1
20,113,1
20,147,1
20,982,1
20,156,1
21,868,1
