source,target,value
0,709,1
0,524,1
1,171,1
1,708,1
1,366,1
1,759,1
1,105,1
1,1007,1
1,16,1
1,843,1
1,998,1
1,899,1
1,521,1
1,335,1
1,731,1
1,888,1
1,931,1
1,593,1
1,881,1
1,404,1
1,978,1
1,489,1
1,980,1
1,866,1
1,857,1
1,848,1
1,782,1
1,535,1
1,678,1
1,11,1
2,767,1
2,993,1
2,210,1
2,126,1
2,244,1
2,133,1
2,71,1
2,165,1
2,113,1
2,62,1
2,106,1
2,20,1
2,95,1
2,176,1
2,769,1
2,263,1
3,202,1
3,34,1
3,533,1
3,601,1
3,87,1
3,10,1
3,240,1
3,626,1
3,206,1
3,719,1
4,651,1
4,175,1
4,210,1
4,87,1
4,139,1
4,244,1
4,137,1
4,221,1
4,182,1
4,146,1
4,174,1
4,914,1
4,51,1
4,63,1
4,153,1
4,128,1
4,798,1
4,114,1
4,993,1
4,250,1
4,715,1
4,246,1
4,40,1
4,232,1
4,165,1
4,113,1
4,1000,1
4,823,1
4,74,1
5,136,1
5,949,1
5,105,1
5,10,1
5,103,1
5,254,1
5,50,1
5,62,1
5,212,1
5,983,1
5,82,1
5,953,1
5,217,1
5,128,1
5,576,1
5,184,1
5,191,1
5,114,1
5,202,1
5,630,1
5,60,1
5,120,1
5,104,1
5,165,1
5,167,1
5,179,1
5,642,1
5,1000,1
5,671,1
5,57,1
5,41,1
5,732,1
5,810,1
5,220,1
5,249,1
6,81,1
6,21,1
6,80,1
6,139,1
6,56,1
6,691,1
6,67,1
6,137,1
6,251,1
6,70,1
6,247,1
6,13,1
6,76,1
6,20,1
6,82,1
6,518,1
6,576,1
6,970,1
6,967,1
6,14,1
6,147,1
6,29,1
6,179,1
6,1000,1
6,131,1
6,68,1
6,590,1
6,129,1
6,54,1
6,66,1
7,529,1
7,620,1
7,632,1
7,551,1
7,849,1
7,250,1
7,210,1
7,312,1
7,126,1
7,648,1
7,458,1
7,167,1
7,179,1
7,106,1
7,642,1
7,675,1
7,28,1
7,35,1
7,625,1
7,176,1
7,683,1
7,220,1
7,934,1
7,894,1
8,81,1
8,222,1
8,689,1
8,13,1
8,247,1
8,119,1
8,51,1
8,63,1
8,148,1
8,191,1
8,993,1
8,190,1
8,130,1
8,120,1
8,165,1
8,14,1
8,9,1
8,131,1
9,993,1
9,190,1
9,34,1
9,222,1
9,779,1
9,232,1
9,40,1
9,8,1
9,112,1
9,13,1
9,182,1
9,148,1
9,264,1
10,136,1
10,105,1
10,80,1
10,126,1
10,419,1
10,87,1
10,67,1
10,5,1
10,983,1
10,212,1
10,62,1
10,206,1
10,177,1
10,953,1
10,128,1
10,973,1
10,114,1
10,191,1
10,168,1
10,202,1
10,630,1
10,746,1
10,165,1
10,240,1
10,94,1
10,3,1
10,782,1
10,1000,1
10,57,1
10,68,1
10,590,1
10,74,1
10,838,1
10,958,1
10,249,1
11,1005,1
11,850,1
11,578,1
11,990,1
11,763,1
11,942,1
11,533,1
11,870,1
11,710,1
11,1007,1
11,857,1
11,801,1
11,1,1
11,863,1
11,694,1
11,888,1
11,727,1
11,739,1
12,516,1
12,677,1
12,531,1
12,890,1
12,28,1
12,38,1
12,797,1
12,49,1
13,81,1
13,868,1
13,34,1
13,172,1
13,247,1
13,182,1
13,119,1
13,52,1
13,993,1
13,130,1
13,40,1
13,232,1
13,8,1
13,65,1
13,120,1
13,9,1
13,1000,1
13,57,1
13,6,1
13,26,1
13,220,1
13,66,1
14,402,1
14,654,1
14,81,1
14,703,1
14,36,1
14,955,1
14,34,1
14,138,1
14,56,1
14,244,1
14,70,1
14,15,1
14,983,1
14,62,1
14,174,1
14,63,1
14,576,1
14,934,1
14,433,1
14,767,1
14,191,1
14,545,1
14,203,1
14,60,1
14,239,1
14,8,1
14,165,1
14,71,1
14,104,1
14,784,1
14,845,1
14,64,1
14,682,1
14,95,1
14,91,1
14,68,1
14,6,1
15,654,1
15,949,1
15,341,1
15,964,1
15,547,1
15,612,1
15,14,1
15,100,1
15,700,1
15,939,1
16,703,1
16,171,1
16,569,1
16,138,1
16,33,1
16,891,1
16,1,1
16,719,1
16,99,1
