timestamp,participantIdFrom,participantIdTo
2023-01-01T00:00:00Z,0,316
2023-01-01T00:00:00Z,0,671
2023-01-01T00:00:00Z,0,888
2023-01-01T00:00:00Z,0,37
2023-01-01T00:00:00Z,1,795
2023-01-01T00:00:00Z,1,933
2023-01-01T00:00:00Z,1,600
2023-01-01T00:00:00Z,1,1007
2023-01-01T00:00:00Z,1,675
2023-01-01T00:00:00Z,1,693
2023-01-01T00:00:00Z,1,914
2023-01-01T00:00:00Z,1,888
2023-01-01T00:00:00Z,1,555
2023-01-01T00:00:00Z,1,724
2023-01-01T00:00:00Z,1,945
2023-01-01T00:00:00Z,1,202
2023-01-01T00:00:00Z,1,534
2023-01-01T00:00:00Z,1,560
2023-01-01T00:00:00Z,1,466
2023-01-01T00:00:00Z,1,372
2023-01-01T00:00:00Z,1,45
2023-01-01T00:00:00Z,1,106
2023-01-01T00:00:00Z,1,57
2023-01-01T00:00:00Z,1,895
2023-01-01T00:00:00Z,1,678
2023-01-01T00:00:00Z,2,81
2023-01-01T00:00:00Z,2,933
2023-01-01T00:00:00Z,2,868
2023-01-01T00:00:00Z,2,46
2023-01-01T00:00:00Z,2,689
2023-01-01T00:00:00Z,2,914
2023-01-01T00:00:00Z,2,20
2023-01-01T00:00:00Z,2,764
2023-01-01T00:00:00Z,2,202
2023-01-01T00:00:00Z,2,147
2023-01-01T00:00:00Z,2,218
2023-01-01T00:00:00Z,2,29
2023-01-01T00:00:00Z,2,106
2023-01-01T00:00:00Z,2,38
2023-01-01T00:00:00Z,2,88
2023-01-01T00:00:00Z,2,220
2023-01-01T00:00:00Z,2,4
2023-01-01T00:00:00Z,2,969
2023-01-01T00:00:00Z,3,933
2023-01-01T00:00:00Z,3,632
2023-01-01T00:00:00Z,3,499
2023-01-01T00:00:00Z,3,974
2023-01-01T00:00:00Z,3,996
2023-01-01T00:00:00Z,3,475
2023-01-01T00:00:00Z,3,680
2023-01-01T00:00:00Z,3,646
2023-01-01T00:00:00Z,3,649
2023-01-01T00:00:00Z,4,81
2023-01-01T00:00:00Z,4,868
2023-01-01T00:00:00Z,4,36
2023-01-01T00:00:00Z,4,221
2023-01-01T00:00:00Z,4,75
2023-01-01T00:00:00Z,4,184
2023-01-01T00:00:00Z,4,715
2023-01-01T00:00:00Z,4,24
2023-01-01T00:00:00Z,4,92
2023-01-01T00:00:00Z,4,71
2023-01-01T00:00:00Z,4,582
2023-01-01T00:00:00Z,4,131
2023-01-01T00:00:00Z,4,77
2023-01-01T00:00:00Z,4,2
2023-01-01T00:00:00Z,4,70
2023-01-01T00:00:00Z,4,247
2023-01-01T00:00:00Z,4,51
2023-01-01T00:00:00Z,4,20
2023-01-01T00:00:00Z,4,953
2023-01-01T00:00:00Z,4,153
2023-01-01T00:00:00Z,4,19
2023-01-01T00:00:00Z,4,881
2023-01-01T00:00:00Z,4,168
2023-01-01T00:00:00Z,4,113
2023-01-01T00:00:00Z,4,196
2023-01-01T00:00:00Z,4,638
2023-01-01T00:00:00Z,4,882
2023-01-01T00:00:00Z,4,969
2023-01-01T00:00:00Z,5,36
2023-01-01T00:00:00Z,5,136
2023-01-01T00:00:00Z,5,231
2023-01-01T00:00:00Z,5,30
2023-01-01T00:00:00Z,5,822
