timestamp,participantIdFrom,participantIdTo
2023-01-21T00:00:00Z,0,72
2023-01-21T00:00:00Z,1,171
2023-01-21T00:00:00Z,1,844
2023-01-21T00:00:00Z,1,375
2023-01-21T00:00:00Z,1,726
2023-01-21T00:00:00Z,1,538
2023-01-21T00:00:00Z,1,672
2023-01-21T00:00:00Z,1,888
2023-01-21T00:00:00Z,1,912
2023-01-21T00:00:00Z,1,527
2023-01-21T00:00:00Z,1,734
2023-01-21T00:00:00Z,1,372
2023-01-21T00:00:00Z,1,745
2023-01-21T00:00:00Z,1,939
2023-01-21T00:00:00Z,1,678
2023-01-21T00:00:00Z,1,766
2023-01-21T00:00:00Z,2,46
2023-01-21T00:00:00Z,2,87
2023-01-21T00:00:00Z,2,691
2023-01-21T00:00:00Z,2,914
2023-01-21T00:00:00Z,2,20
2023-01-21T00:00:00Z,2,706
2023-01-21T00:00:00Z,2,153
2023-01-21T00:00:00Z,2,764
2023-01-21T00:00:00Z,2,202
2023-01-21T00:00:00Z,2,849
2023-01-21T00:00:00Z,2,734
2023-01-21T00:00:00Z,2,7
2023-01-21T00:00:00Z,2,530
2023-01-21T00:00:00Z,2,697
2023-01-21T00:00:00Z,2,458
2023-01-21T00:00:00Z,2,106
2023-01-21T00:00:00Z,2,895
2023-01-21T00:00:00Z,2,590
2023-01-21T00:00:00Z,2,88
2023-01-21T00:00:00Z,3,136
2023-01-21T00:00:00Z,3,941
2023-01-21T00:00:00Z,3,569
2023-01-21T00:00:00Z,3,124
2023-01-21T00:00:00Z,3,475
2023-01-21T00:00:00Z,3,53
2023-01-21T00:00:00Z,3,28
2023-01-21T00:00:00Z,3,801
2023-01-21T00:00:00Z,3,521
2023-01-21T00:00:00Z,3,646
2023-01-21T00:00:00Z,3,835
2023-01-21T00:00:00Z,3,608
2023-01-21T00:00:00Z,3,866
2023-01-21T00:00:00Z,3,687
2023-01-21T00:00:00Z,3,414
2023-01-21T00:00:00Z,3,476
2023-01-21T00:00:00Z,3,517
2023-01-21T00:00:00Z,3,968
2023-01-21T00:00:00Z,3,306
2023-01-21T00:00:00Z,3,673
2023-01-21T00:00:00Z,3,910
2023-01-21T00:00:00Z,4,139
2023-01-21T00:00:00Z,4,169
2023-01-21T00:00:00Z,4,221
2023-01-21T00:00:00Z,4,227
2023-01-21T00:00:00Z,4,212
2023-01-21T00:00:00Z,4,85
2023-01-21T00:00:00Z,4,141
2023-01-21T00:00:00Z,4,231
2023-01-21T00:00:00Z,4,217
2023-01-21T00:00:00Z,4,130
2023-01-21T00:00:00Z,4,24
2023-01-21T00:00:00Z,4,92
2023-01-21T00:00:00Z,4,65
2023-01-21T00:00:00Z,4,131
2023-01-21T00:00:00Z,4,61
2023-01-21T00:00:00Z,4,210
2023-01-21T00:00:00Z,4,56
2023-01-21T00:00:00Z,4,13
2023-01-21T00:00:00Z,4,626
2023-01-21T00:00:00Z,4,99
