timestamp,participantIdFrom,participantIdTo
2022-03-31T00:00:00Z,0,618
2022-03-31T00:00:00Z,1,59
2022-03-31T00:00:00Z,1,844
2022-03-31T00:00:00Z,1,826
2022-03-31T00:00:00Z,1,980
2022-03-31T00:00:00Z,1,857
2022-03-31T00:00:00Z,1,731
2022-03-31T00:00:00Z,2,197
2022-03-31T00:00:00Z,2,210
2022-03-31T00:00:00Z,2,250
2022-03-31T00:00:00Z,2,69
2022-03-31T00:00:00Z,2,218
2022-03-31T00:00:00Z,2,73
2022-03-31T00:00:00Z,2,914
2022-03-31T00:00:00Z,2,823
2022-03-31T00:00:00Z,2,51
2022-03-31T00:00:00Z,2,41
2022-03-31T00:00:00Z,2,176
2022-03-31T00:00:00Z,3,136
2022-03-31T00:00:00Z,3,34
2022-03-31T00:00:00Z,3,42
2022-03-31T00:00:00Z,3,385
2022-03-31T00:00:00Z,3,719
2022-03-31T00:00:00Z,3,953
2022-03-31T00:00:00Z,4,798
2022-03-31T00:00:00Z,4,583
2022-03-31T00:00:00Z,4,970
2022-03-31T00:00:00Z,4,36
2022-03-31T00:00:00Z,4,130
2022-03-31T00:00:00Z,4,630
2022-03-31T00:00:00Z,4,65
2022-03-31T00:00:00Z,4,137
2022-03-31T00:00:00Z,4,999
2022-03-31T00:00:00Z,4,39
2022-03-31T00:00:00Z,4,147
2022-03-31T00:00:00Z,4,97
2022-03-31T00:00:00Z,4,672
2022-03-31T00:00:00Z,4,129
2022-03-31T00:00:00Z,5,654
2022-03-31T00:00:00Z,5,81
2022-03-31T00:00:00Z,5,136
2022-03-31T00:00:00Z,5,190
2022-03-31T00:00:00Z,5,34
2022-03-31T00:00:00Z,5,126
2022-03-31T00:00:00Z,5,96
2022-03-31T00:00:00Z,5,10
2022-03-31T00:00:00Z,5,830
2022-03-31T00:00:00Z,5,240
2022-03-31T00:00:00Z,5,221
2022-03-31T00:00:00Z,5,13
2022-03-31T00:00:00Z,5,94
2022-03-31T00:00:00Z,5,1000
2022-03-31T00:00:00Z,5,131
2022-03-31T00:00:00Z,5,57
2022-03-31T00:00:00Z,5,52
2022-03-31T00:00:00Z,5,82
2022-03-31T00:00:00Z,5,6
2022-03-31T00:00:00Z,6,654
2022-03-31T00:00:00Z,6,202
2022-03-31T00:00:00Z,6,822
2022-03-31T00:00:00Z,6,139
2022-03-31T00:00:00Z,6,244
2022-03-31T00:00:00Z,6,239
2022-03-31T00:00:00Z,6,67
2022-03-31T00:00:00Z,6,5
2022-03-31T00:00:00Z,6,221
2022-03-31T00:00:00Z,6,13
2022-03-31T00:00:00Z,6,94
2022-03-31T00:00:00Z,6,131
2022-03-31T00:00:00Z,6,57
2022-03-31T00:00:00Z,6,30
2022-03-31T00:00:00Z,6,973
2022-03-31T00:00:00Z,7,620
