source,target,value
173,180,1
178,183,1
178,185,1
180,173,1
183,178,1
183,185,1
185,178,1
185,183,1
186,187,1
186,204,1
186,201,1
187,186,1
187,204,1
187,201,1
188,189,1
188,194,1
188,192,1
189,194,1
189,188,1
189,192,1
192,189,1
192,194,1
192,188,1
193,200,1
193,195,1
193,198,1
194,189,1
194,188,1
194,192,1
195,200,1
195,193,1
195,198,1
198,200,1
198,193,1
198,195,1
200,193,1
200,195,1
200,198,1
201,186,1
201,187,1
201,204,1
204,186,1
204,187,1
204,201,1
207,211,1
207,216,1
207,209,1
209,207,1
209,211,1
209,216,1
211,207,1
211,216,1
211,209,1
213,215,1
213,214,1
214,213,1
214,215,1
215,213,1
215,214,1
216,207,1
216,211,1
216,209,1
219,225,1
219,224,1
221,228,1
224,219,1
224,225,1
225,219,1
225,224,1
226,230,1
228,221,1
229,238,1
229,241,1
229,233,1
230,226,1
233,238,1
233,241,1
233,229,1
235,236,1
235,237,1
236,235,1
236,237,1
237,235,1
237,236,1
238,241,1
238,229,1
238,233,1
241,238,1
241,229,1
241,233,1
245,423,1
245,248,1
245,428,1
248,423,1
248,245,1
248,428,1
249,420,1
420,249,1
423,248,1
423,245,1
423,428,1
428,423,1
428,248,1
428,245,1
448,451,1
451,448,1
460,461,1
461,460,1
464,465,1
465,464,1
470,474,1
470,471,1
471,470,1
471,474,1
474,470,1
474,471,1
491,496,1
491,494,1
494,491,1
494,496,1
496,491,1
496,494,1
698,699,1
698,707,1
698,702,1
699,698,1
699,707,1
699,702,1
702,698,1
702,699,1
702,707,1
707,698,1
707,699,1
707,702,1
711,713,1
711,712,1
711,717,1
712,713,1
712,717,1
712,711,1
713,712,1
713,717,1
713,711,1
714,716,1
716,714,1
717,713,1
717,712,1
717,711,1
718,723,1
718,721,1
721,723,1
721,718,1
723,721,1
723,718,1
737,741,1
741,737,1
748,750,1
748,754,1
748,749,1
749,750,1
749,754,1
749,748,1
750,754,1
750,748,1
750,749,1
752,926,1
752,927,1
752,930,1
754,750,1
754,748,1
754,749,1
926,927,1
926,930,1
926,752,1
927,926,1
927,930,1
927,752,1
930,926,1
930,927,1
930,752,1
940,946,1
946,940,1
961,965,1
961,963,1
961,966,1
963,965,1
963,961,1
963,966,1
965,963,1
965,961,1
965,966,1
966,965,1
966,963,1
966,961,1
